0,1,143,158,73
11,1,105,145,74
24,2,102,195,144
25,2,81,168,169
26,2,156,222,103
0,3,111,153,69
1,3,87,108,49
11,3,89,114,84
0,4,106,138,58
11,4,109,130,87
25,4,73,141,160
26,4,128,184,99
19,5,135,157,128
25,5,79,153,165
